record_id,pc1_plot,pc2_plot,cluster
protac-landscape-04-0302,-0.31170495382322294,-0.018878236649490905,8
protac-landscape-03-0191,-0.041761629792759096,-0.032045010527336576,18
protac-landscape-04-0318,-0.30439585394049795,-0.0358406313657042,8
protac-landscape-01-0252,-0.04546994501810629,-0.042157127405095564,5
protac-landscape-r-0006,0.34861142165959563,0.013065532316013442,6
protac-landscape-03-0118,-0.07120011547248303,-0.13910754169261946,11
protac-landscape-03-0412,-0.11404653322519256,-0.16983706115439764,13
protac-landscape-x-0114,0.03235006695122904,0.32005141588060854,22
protac-landscape-01-0409,0.006884565085836005,-0.0442358045474119,10
protac-landscape-r-0080,0.37356590063914263,0.050446519765257845,2
protac-landscape-x-0255,-0.14440214828131498,0.36822726954714446,22
protac-landscape-01-0053,0.004372572469593925,-0.0010772679920080248,10
protac-landscape-02-0145,0.053335588446108535,-0.17550647562201263,17
protac-landscape-04-0264,-0.25715188066250894,0.03900267560666142,14
protac-landscape-r-0277,0.31572219227014175,0.17763396226839362,4
protac-landscape-02-0401,0.004324080838360854,-0.1535904638129579,17
protac-landscape-03-0074,-0.04536552635629794,-0.1620822486775466,11
protac-landscape-01-0473,-0.01808975159715374,-0.01447329558418628,10
protac-landscape-r-0239,0.37677540807192417,0.02310540719922365,7
protac-landscape-r-0047,0.3572226316822969,-0.0009643617013037489,7
protac-landscape-01-0045,-0.07407668840421446,0.01702967718883154,10
protac-landscape-01-0290,-0.0051759757458664695,-0.09818903266999542,3
protac-landscape-02-0413,0.029086971891498222,-0.1283386368809571,17
protac-landscape-x-0084,-0.1243320848076437,0.3712595221497157,23
protac-landscape-03-0361,-0.08734930311889996,-0.13223359392666081,12
protac-landscape-r-0396,0.3462169420006091,0.06591292143659976,2
protac-landscape-r-0104,0.38103109333921503,0.04458906731584696,2
protac-landscape-03-0227,-0.018019384769817275,-0.03980726867367447,18
protac-landscape-01-0297,-0.05838622966646806,0.007808777280163382,10
protac-landscape-03-0242,-0.023107772184063638,-0.13219054606479327,11
protac-landscape-03-0006,0.009281784548684831,-0.197098166193609,11
protac-landscape-04-0166,-0.3214305816147867,-0.018859898321090793,8
protac-landscape-02-0247,0.057338432080504036,-0.24195419047912195,9
protac-landscape-r-0352,0.34510802029417537,0.0484268255691957,2
protac-landscape-01-0292,0.0028343063101362418,-0.09769720851453789,5
protac-landscape-02-0282,0.041805079943945826,-0.15950521212766683,15
protac-landscape-x-0145,0.046829464844728344,0.30054608924947274,21
protac-landscape-01-0323,-0.04456252230486654,-0.01580755715237212,19
protac-landscape-01-0299,-0.047395707763054774,-0.017127364166424172,19
protac-landscape-03-0299,-0.04692384933361591,-0.027545704600046836,18
protac-landscape-01-0195,-0.08616774419963902,0.010581905586468298,19
protac-landscape-01-0064,0.013267506644394396,-0.11040776986463463,5
protac-landscape-01-0394,-0.0011065456094043681,-0.1324180974542622,3
protac-landscape-02-0228,0.07548894790555391,-0.2506420498811501,16
protac-landscape-04-0084,-0.237022644945408,0.058557106862385154,14
protac-landscape-04-0048,-0.24886664888501966,0.06155503463678903,14
protac-landscape-x-0426,0.04358069210938087,0.3305704811141754,22
protac-landscape-01-0015,-0.06515642349204508,0.0014914273977189119,19
protac-landscape-r-0068,0.3776395590728415,0.04302944606642685,2
protac-landscape-04-0101,-0.24212689618942498,-0.00032739617829667845,20
protac-landscape-03-0091,-0.10359094147342501,-0.031053851533904962,18
protac-landscape-x-0112,-0.13372959074468746,0.3585652054379088,23
protac-landscape-01-0204,-0.06626329919536261,-0.04280395368340802,5
protac-landscape-x-0419,-0.10582826126332151,0.36728105071646455,22
protac-landscape-01-0153,-0.054348746774859645,0.010017410452293448,10
protac-landscape-r-0402,0.3986184064208327,-0.013701867871933001,6
protac-landscape-03-0360,-0.01193423088077437,-0.1814831056119397,13
protac-landscape-02-0273,0.05147035312091289,-0.15192483982597116,17
protac-landscape-r-0179,0.3435123500121208,0.03323288017056436,7
protac-landscape-03-0002,0.0041191250463786236,-0.14370448063423188,11
protac-landscape-02-0219,0.05668700812198569,-0.2472163502775771,9
protac-landscape-02-0113,0.0030710613122310612,-0.1350566248360637,17
protac-landscape-02-0343,0.05177279391414573,-0.2470005830760168,9
protac-landscape-01-0267,-0.09019310938512265,0.004761077915639137,19
protac-landscape-01-0052,0.017333777364477863,-0.11415374300371738,5
protac-landscape-03-0196,-0.06979786687859733,-0.1626725422545188,13
protac-landscape-03-0271,-0.08741619201737467,-0.01067526295668308,18
protac-landscape-03-0492,-0.02050457583830816,-0.1847944817000876,13
protac-landscape-04-0083,-0.2337133328562962,-0.08106898206847962,1
protac-landscape-02-0022,0.01709663069447577,-0.16315579568530786,15
protac-landscape-04-0195,-0.27324208110518633,-0.04065867336957413,1
protac-landscape-r-0164,0.3168699472109134,0.025927750314895692,2
protac-landscape-r-0249,0.3358523849765195,0.15217745879676006,4
protac-landscape-04-0422,-0.286989037712904,-0.04786885438049341,8
protac-landscape-01-0103,-0.03499848100336571,-0.027339081997779003,19
protac-landscape-02-0196,0.07276816551732489,-0.26481284831286267,16
protac-landscape-x-0333,0.06304109215256604,0.28914856831073577,21
protac-landscape-r-0225,0.3523362656120262,0.1706429959447905,4
protac-landscape-x-0273,0.022371620815028397,0.2953662479573932,21
protac-landscape-x-0483,-0.1312617487344024,0.3723819601183806,22
protac-landscape-04-0343,-0.27496391784238894,-0.028023037815889912,1
protac-landscape-04-0331,-0.2624763183168177,-0.05842001879452013,1
protac-landscape-02-0295,0.08267884310915795,-0.226331404003411,9
protac-landscape-04-0321,-0.24252604794359967,-0.0030993002086253107,20
protac-landscape-x-0002,0.017329394924053314,0.331405455847494,22
protac-landscape-01-0145,0.015946915314103065,-0.06046505652017465,10
protac-landscape-r-0026,0.34954440784167673,0.010212306989210265,6
protac-landscape-03-0331,-0.10694062771709845,-0.05170911220976483,18
protac-landscape-x-0478,-0.0007754015515663953,0.31186138116952283,22
protac-landscape-r-0382,0.34631783979353925,0.017107154919099143,6
protac-landscape-01-0322,0.030365571496799956,-0.09540488206667304,3
protac-landscape-03-0262,-0.06242127310040961,-0.12049766361731425,11
protac-landscape-x-0415,-0.14302938474451682,0.34540214494579496,22
protac-landscape-03-0270,-0.013993206564051713,-0.17080377929672366,11
protac-landscape-04-0261,-0.2861956269026646,-0.004841261548458471,20
protac-landscape-01-0417,-0.021700113158441336,0.020050929301019513,10
protac-landscape-r-0132,0.36106603469715615,0.049097554969856315,2
protac-landscape-x-0292,-0.12256543155903957,0.37713628256749454,23
protac-landscape-01-0175,-0.02123101176991643,-0.06067283217604616,19
protac-landscape-04-0226,-0.3124877390648009,-0.006923276471236683,8
protac-landscape-x-0176,-0.10762258829483187,0.38022031223310493,23
protac-landscape-01-0046,0.01854908564849007,-0.09274862041880667,3
protac-landscape-02-0186,0.045987481242663414,-0.17296029237185684,15
protac-landscape-04-0108,-0.2523773933341643,0.042994784904443854,14
protac-landscape-03-0232,-0.09490085182528864,-0.13717634221407496,13
protac-landscape-02-0363,0.06223645690772658,-0.2489806346933615,9
protac-landscape-04-0466,-0.321022514117025,-0.007326980021637268,8
protac-landscape-01-0332,-0.015405600482337274,-0.09526835894384249,5
protac-landscape-01-0094,-0.0023010180549873378,-0.08574233728924655,3
protac-landscape-04-0142,-0.32616631770564075,-0.008619035466235405,8
protac-landscape-r-0487,0.35066087085057535,0.025263346450670607,7
protac-landscape-02-0007,0.08442565918424469,-0.26616736866458524,9
protac-landscape-r-0410,0.3477322814284621,0.023890446171860064,6
protac-landscape-x-0046,0.008174072351336771,0.3149283000591906,22
protac-landscape-01-0496,0.018825759928196514,-0.10568206109554677,5
protac-landscape-x-0133,0.019518738264501182,0.2922993684807283,21
protac-landscape-01-0001,0.00924001856076003,-0.03825167779360477,10
protac-landscape-01-0315,-0.07319356121130306,0.020269991069386727,19
protac-landscape-03-0273,-0.008972112485815987,-0.19121411088268797,12
protac-landscape-04-0442,-0.32076061931652267,-0.013856950191369158,8
protac-landscape-r-0468,0.3676342016992729,0.043654489478868165,2
