record_id,pc1_plot,pc2_plot,cluster
breast-cancer-04-0302,0.3890123498684052,0.010792942299948597,19
breast-cancer-03-0191,-0.021892613471814464,-0.09904997230922775,11
breast-cancer-04-0318,0.3925836669096673,-0.028559384680017175,19
breast-cancer-01-0252,-0.04473795763858795,0.39565595497795264,9
breast-cancer-r-0006,-0.32335445427113846,-0.09864571469829242,3
breast-cancer-03-0118,0.0530508329917229,-0.12000144670713203,7
breast-cancer-03-0412,0.016473549401333037,-0.10973152154860547,5
breast-cancer-x-0114,-0.044648852254159314,-0.26222783814578843,18
breast-cancer-01-0409,-0.05638833901239315,0.3528049011323907,10
breast-cancer-r-0080,-0.336378735957391,-0.038746153930075036,4
breast-cancer-x-0255,0.11148649380559385,-0.2924797845401803,18
breast-cancer-01-0053,-0.07673045478574558,0.311519196993005,10
breast-cancer-02-0145,-0.08248190175474417,0.03843156782763749,13
breast-cancer-04-0264,0.4137925936245276,-0.03794081559655215,19
breast-cancer-r-0277,-0.25617968316837764,-0.12528448361625164,4
breast-cancer-02-0401,0.014056230301014704,0.04191317253877987,13
breast-cancer-03-0074,-0.051354600543351885,-0.03802797859352648,7
breast-cancer-01-0473,-0.059520200300858694,0.3305500305703559,10
breast-cancer-r-0239,-0.2640101237150306,-0.13572202933317504,1
breast-cancer-r-0047,-0.27072948659567525,-0.14399328592670138,1
breast-cancer-01-0045,-0.015081717417709634,0.33346038495296426,10
breast-cancer-01-0290,-0.07935958417933435,0.3291204117188208,10
breast-cancer-02-0413,-0.004766766112626624,0.06547363221274485,13
breast-cancer-x-0084,0.14063503345977643,-0.12743300260452373,17
breast-cancer-03-0361,0.0999214346074881,-0.11158958353409962,2
breast-cancer-r-0396,-0.31789628709868833,-0.05561340117987641,4
breast-cancer-r-0104,-0.31993652298892505,-0.0726922556620938,4
breast-cancer-03-0227,-0.014456248244415026,-0.0873902187288834,11
breast-cancer-01-0297,0.0408258139832973,0.34209360481510187,10
breast-cancer-03-0242,-0.04039501808334203,-0.0870442830603648,7
breast-cancer-03-0006,-0.08405797279140792,-0.12372181162613949,7
breast-cancer-04-0166,0.3761252618796846,0.06337172075796677,19
breast-cancer-02-0247,-0.08655586321139316,0.040674998184703375,8
breast-cancer-r-0352,-0.26599091144571724,-0.08608263173253046,4
breast-cancer-01-0292,-0.1071229707350197,0.4264613370285718,9
breast-cancer-02-0282,-0.08869793389128697,0.09830554536800762,12
breast-cancer-x-0145,-0.07401071796258828,-0.056824157179061835,15
breast-cancer-01-0323,-0.047904483224243184,0.2402628074070029,14
breast-cancer-01-0299,-0.023691559202507238,0.2507487872739142,14
breast-cancer-03-0299,-0.03698615123958624,-0.05887773698280328,11
breast-cancer-01-0195,0.0446618628289652,0.27331648406161946,14
breast-cancer-01-0064,-0.11316562784933999,0.40594919041549643,9
breast-cancer-01-0394,-0.07738349716836503,0.3577038099159466,10
breast-cancer-02-0228,-0.09992309592361102,0.10751916820634869,6
breast-cancer-04-0084,0.35226098989058424,-0.05558770576279986,19
breast-cancer-04-0048,0.3489953112257713,-0.055879508757715454,19
breast-cancer-x-0426,-0.06863159208498244,-0.26379506832009675,18
breast-cancer-01-0015,0.03226871368531526,0.27646684348171274,14
breast-cancer-r-0068,-0.3217154479013242,-0.051463352442386694,4
breast-cancer-04-0101,0.3659077049138734,-0.05510344493462137,20
breast-cancer-03-0091,0.030073237541844784,-0.17661358899613835,11
breast-cancer-x-0112,0.12697753502713907,-0.11481864165167188,17
breast-cancer-01-0204,-0.047883972060547966,0.40583663024776045,9
breast-cancer-x-0419,0.16413240709208343,-0.3162796521392939,18
breast-cancer-01-0153,0.015315743892505953,0.33738359586928307,10
breast-cancer-r-0402,-0.28744885317600627,-0.09266220223147502,3
breast-cancer-03-0360,-0.06932919458098384,-0.08146794558954498,5
breast-cancer-02-0273,-0.08340325408074097,0.11589817104993756,13
breast-cancer-r-0179,-0.26827794472086736,-0.1253658012701132,1
breast-cancer-03-0002,-0.07887205675206455,-0.07338831060096297,7
breast-cancer-02-0219,-0.09317786940936955,0.1168818086925855,8
breast-cancer-02-0113,0.07042788657577721,0.03880643325474188,13
breast-cancer-02-0343,-0.08754511485343776,0.016142359003348858,8
breast-cancer-01-0267,0.07541979987183152,0.27731314536651835,14
breast-cancer-01-0052,-0.11146074448676695,0.4230874208751005,9
breast-cancer-03-0196,0.06996452338314675,-0.11715623459956392,5
breast-cancer-03-0271,0.09798303772652737,-0.15916637776285883,11
breast-cancer-03-0492,-0.07015585850383635,-0.0890360826416636,5
breast-cancer-04-0083,0.3304195757091532,-0.004811655332972407,16
breast-cancer-02-0022,-0.06650674378456861,0.020747774517943098,12
breast-cancer-04-0195,0.3512552382128687,-0.02843367442867257,16
breast-cancer-r-0164,-0.3148002118114846,-0.034232367203156956,4
breast-cancer-r-0249,-0.30479212394251803,-0.1366145038527706,4
breast-cancer-04-0422,0.40479205368473364,-0.004428928549258802,19
breast-cancer-01-0103,-0.04782841987787469,0.26124928532618025,14
breast-cancer-02-0196,-0.09499004851863954,-0.0003501570166125882,6
breast-cancer-x-0333,-0.05048444770725888,-0.04797571969988142,15
breast-cancer-r-0225,-0.26314633607729704,-0.14027326249603306,4
breast-cancer-x-0273,-0.06367802528085635,-0.05494127262068408,15
breast-cancer-x-0483,0.11971800984319089,-0.29069019596341683,18
breast-cancer-04-0343,0.30925619841632007,0.054896315183118015,16
breast-cancer-04-0331,0.3234525857685753,0.0787735813603978,16
breast-cancer-02-0295,-0.07419775204669538,0.035291578512451446,8
breast-cancer-04-0321,0.3859474397575016,-0.07111363759840757,20
breast-cancer-x-0002,-0.059489253923901225,-0.3127043254230692,18
breast-cancer-01-0145,-0.07084815770350164,0.33858050579457477,10
breast-cancer-r-0026,-0.3091099870748082,-0.09688177615057113,3
breast-cancer-03-0331,0.05304776174641639,-0.17597754298634655,11
breast-cancer-x-0478,-0.0347519321462007,-0.26192649751962055,18
breast-cancer-r-0382,-0.3339501997619993,-0.11082478076481837,3
breast-cancer-01-0322,-0.08331240950543671,0.34203500767962336,10
breast-cancer-03-0262,0.09104101005889156,-0.1314032398289939,7
breast-cancer-x-0415,0.10206040693327076,-0.2892011402478708,18
breast-cancer-03-0270,-0.04591386500978225,-0.09567431330602802,7
breast-cancer-04-0261,0.29957607536154957,-0.0867114327632352,20
breast-cancer-01-0417,0.05023039583613139,0.34380122026346627,10
breast-cancer-r-0132,-0.32992722310464906,-0.05153922722514422,4
breast-cancer-x-0292,0.14442519079188382,-0.09810063280522162,17
breast-cancer-01-0175,-0.050793536372541116,0.26536687533162784,14
breast-cancer-04-0226,0.4219044495441119,0.07464420113837904,19
breast-cancer-x-0176,0.12095592076260599,-0.11210400874040327,17
breast-cancer-01-0046,-0.0917912461205237,0.3665166589686833,10
breast-cancer-02-0186,-0.09291285170881187,0.08282833698917164,12
breast-cancer-04-0108,0.3308044755996409,-0.06931933312992093,19
breast-cancer-03-0232,0.07134385483194738,-0.1051321670584498,5
breast-cancer-02-0363,-0.09194487771706049,0.117084546565855,8
breast-cancer-04-0466,0.4098502028449318,0.06171747103282652,19
breast-cancer-01-0332,-0.11601341975622018,0.3668947261673995,9
breast-cancer-01-0094,-0.07748514053532647,0.3538567627715288,10
breast-cancer-04-0142,0.38552555139135064,0.07322744113750465,19
breast-cancer-r-0487,-0.24785393170068054,-0.17532597560393548,1
breast-cancer-02-0007,-0.08369962301910695,0.039212106479079877,8
breast-cancer-r-0410,-0.2893794070814524,-0.06718826286073475,3
breast-cancer-x-0046,-0.06866089165964044,-0.27050061736699005,18
breast-cancer-01-0496,-0.10682019067603896,0.4066724101396013,9
breast-cancer-x-0133,-0.07740927114303711,-0.06660852880873987,15
breast-cancer-01-0001,-0.06722522125370171,0.38502965869205785,10
breast-cancer-01-0315,0.09937198978253055,0.24865008103600936,14
breast-cancer-03-0273,-0.013884477164932695,-0.1032869255177638,2
breast-cancer-04-0442,0.39685502598219885,0.07797453766911568,19
breast-cancer-r-0468,-0.31235302586235086,-0.08804996312612498,4
breast-cancer-03-0317,-0.019459349387401775,-0.035493957918896,2
breast-cancer-02-0256,-0.0894714496595622,0.03560805254069062,6
breast-cancer-04-0271,0.2810109048596426,0.07244342689847817,16
breast-cancer-03-0201,-0.022180308201977212,-0.09374975623773368,2
breast-cancer-x-0175,0.16327262004868268,-0.2874908250971693,18
breast-cancer-04-0492,0.3665707206798881,-0.06658123970393785,19
breast-cancer-02-0380,-0.03073940689944506,0.03239946772676086,6
breast-cancer-02-0266,0.011482228803818726,0.03403862670681617,12
breast-cancer-02-0428,-0.023289663112339692,0.013902136409104092,6
breast-cancer-x-0378,-0.058565254202070365,-0.2779867151248496,18
breast-cancer-03-0375,-0.02746697093899405,-0.165387592758805,11
breast-cancer-04-0315,0.337092428038616,-0.03572350449129028,16
breast-cancer-04-0299,0.29089001981204526,0.013228724533234535,16
breast-cancer-02-0430,-0.08989393294420663,-0.00043165768260807006,12
breast-cancer-01-0437,-0.056459940024972545,0.2907378517490743,10
breast-cancer-01-0197,-0.058011691136256906,0.30326829450229276,10
breast-cancer-04-0263,0.2882160000697619,-0.00294503409634239,16
breast-cancer-03-0065,-0.021297758282544803,-0.04237201347877715,2
breast-cancer-x-0343,0.1059311064531924,-0.29163532091945726,18
breast-cancer-r-0029,-0.19956463478430206,-0.12372078249779954,4
breast-cancer-03-0269,-0.00440234454756484,-0.05248798352971643,2
breast-cancer-x-0324,0.12811868064438822,-0.1305346672665551,17
breast-cancer-r-0280,-0.33831459534415254,-0.06263066014744002,4
breast-cancer-x-0226,-0.05232289456809002,-0.25980489956025116,18
breast-cancer-01-0451,-0.043752313354801634,0.2613804000332122,14
breast-cancer-x-0165,-0.06524147640841978,-0.07081728529406062,15
breast-cancer-x-0373,-0.047232715468313625,-0.034801999972166195,15
breast-cancer-x-0013,-0.05341922202591033,-0.059599878278128016,15
breast-cancer-01-0271,-0.05139755274503226,0.278611677649468,14
breast-cancer-04-0341,0.37261781473025773,-0.03738725582394346,20
breast-cancer-r-0435,-0.2694840598641283,-0.1190861126492899,1
breast-cancer-02-0479,0.04924316637687923,0.060880892085649785,8
breast-cancer-x-0167,0.15075706459313357,-0.29290263731802163,18
breast-cancer-01-0355,-0.03598986807493836,0.2489365908471874,14
breast-cancer-04-0377,0.31000059903609084,-0.04075699846823128,20
breast-cancer-01-0185,-0.04636503622024174,0.2998941954149758,10
breast-cancer-r-0245,-0.2581108166740995,-0.1368758443409857,4
breast-cancer-04-0115,0.2796923928744639,0.06399353019854567,16
breast-cancer-r-0260,-0.3119973534587103,-0.06940290310843444,4
breast-cancer-04-0207,0.350167593970597,-0.03560865046345657,16
breast-cancer-04-0362,0.3726121453583686,0.0054691690103541996,19
breast-cancer-01-0247,-0.05293610096696623,0.26023481674883725,14
breast-cancer-02-0056,0.012192887105214347,0.021543976229875927,6
breast-cancer-04-0253,0.30569730750144186,0.008066172035691566,20
breast-cancer-03-0365,-0.00659241416406704,-0.06559573540316953,2
breast-cancer-01-0068,-0.10956153771192172,0.3985114204740797,9
breast-cancer-r-0119,-0.2002796026338,-0.13709035872972142,1
breast-cancer-x-0285,-0.0668278116703735,-0.046985384485285865,15
breast-cancer-02-0033,-0.08189311078260403,0.09054882940736703,13
breast-cancer-r-0374,-0.2967251736741978,-0.09256265262540489,3
breast-cancer-r-0206,-0.3248200145269082,-0.13873224618444222,3
breast-cancer-04-0003,0.4020016524594506,-0.03456914741215916,16
breast-cancer-02-0262,-0.07724150025186205,0.03264162054005528,12
breast-cancer-r-0253,-0.2755571200253188,-0.13474491406014052,4
breast-cancer-03-0212,-0.06129485700507567,-0.06564600179336695,5
breast-cancer-x-0244,0.19268226067231922,-0.11256837215758687,17
breast-cancer-04-0294,0.4044899540925034,-0.00814318425934676,19
breast-cancer-02-0036,-0.10199533040562113,0.11117150876982443,6
breast-cancer-04-0247,0.30977151517943,0.039815802517817016,16
breast-cancer-01-0464,-0.10677845279108006,0.3787860745084499,9
breast-cancer-r-0178,-0.2956133472612913,-0.10014892764921472,3
breast-cancer-04-0340,0.36057089799307707,0.005670964052949225,19
breast-cancer-r-0363,-0.27179038383607446,-0.11328291877438827,1
breast-cancer-01-0125,-0.06062502937541636,0.3026140248947177,10
breast-cancer-01-0179,-0.045429785587449985,0.28741034052294945,14
breast-cancer-01-0193,-0.0577554847344689,0.34719029851116134,10
breast-cancer-x-0308,0.12716779819029275,-0.1080021975184248,17
breast-cancer-03-0430,0.08007737375389173,-0.13578427787368114,7
breast-cancer-04-0192,0.4359870194664117,-0.03257375746142241,19
breast-cancer-02-0242,0.004547968351028212,0.04437189959915414,12
breast-cancer-03-0035,-0.03097466910802084,-0.055309527899192495,11
breast-cancer-04-0467,0.2975699566591573,0.015374633558568225,16
breast-cancer-01-0479,-0.05056114769007228,0.26860599836494015,14
breast-cancer-03-0028,0.016828347129415472,-0.11037606368401755,5
breast-cancer-r-0102,-0.29662016986790657,-0.09942930181995109,3
breast-cancer-01-0369,0.010646215913769876,0.3661130691237373,10
