record_id,pc1_plot,pc2_plot,cluster
adc-landscape-04-0302,-0.31507826333053224,-0.1697175293283324,12
adc-landscape-03-0191,-0.029324824746734077,0.014827669503707135,18
adc-landscape-04-0318,-0.3151818261586692,-0.16653844593089895,12
adc-landscape-01-0252,-0.050986315558055315,-0.12711756502824284,4
adc-landscape-r-0006,0.3119663807615218,-0.16572627545172958,3
adc-landscape-03-0118,-0.0532851307115535,-0.10649282415344587,10
adc-landscape-03-0412,-0.0831500701413759,-0.10801067729406776,18
adc-landscape-x-0114,0.07580181107276975,0.4074702558947473,21
adc-landscape-01-0409,0.026945575725508084,-0.02633904949130319,8
adc-landscape-r-0080,0.30020681778555197,-0.10470730317992534,6
adc-landscape-x-0255,-0.15461251875660129,0.3934374084212918,20
adc-landscape-01-0053,0.023185423427321897,-0.017007602515702065,8
adc-landscape-02-0145,0.06284593432298496,0.03208214174950637,11
adc-landscape-04-0264,-0.25855401513189163,-0.10696635907619582,13
adc-landscape-r-0277,0.3175913403870419,0.040493912021712236,5
adc-landscape-02-0401,0.007264147016778953,0.0023815903939114233,11
adc-landscape-03-0074,-0.014751058812043971,-0.08914852222709398,10
adc-landscape-01-0473,-0.0028657011342311934,-0.015355868181048421,8
adc-landscape-r-0239,0.3288882928638654,-0.10204584976327584,1
adc-landscape-r-0047,0.3342484054692868,-0.10012457317122811,1
adc-landscape-01-0045,-0.062315949782872575,-0.05263042734020417,8
adc-landscape-01-0290,-0.007650347408122907,-0.13202541145921196,2
adc-landscape-02-0413,0.031508670315558956,0.030787506092244322,11
adc-landscape-x-0084,-0.0533193871693781,0.3265267446121866,16
adc-landscape-03-0361,-0.06273853150605972,-0.11766962043780509,17
adc-landscape-r-0396,0.3444169927892448,-0.07419591721943032,6
adc-landscape-r-0104,0.3058569309427679,-0.09368159128265242,6
adc-landscape-03-0227,-0.0028469948981090136,-0.004374686816200967,18
adc-landscape-01-0297,-0.047176088122919894,-0.06338695695248482,8
adc-landscape-03-0242,-0.021391276061498387,-0.09006318261889837,10
adc-landscape-03-0006,-0.0035019784334964464,-0.11429617720289675,10
adc-landscape-04-0166,-0.33154948567364184,-0.18542848508030668,12
adc-landscape-02-0247,0.04438178905201865,-0.07732053840777703,7
adc-landscape-r-0352,0.3309632670701484,-0.10252157137862156,6
adc-landscape-01-0292,-0.0020905464774438887,-0.09846658394024559,4
adc-landscape-02-0282,0.07072081151598934,0.03772174225740203,11
adc-landscape-x-0145,0.05276076149963123,0.3967132027275701,19
adc-landscape-01-0323,-0.016522995947888513,-0.06527464472290684,15
adc-landscape-01-0299,-0.02396973429441326,-0.06028087940099409,15
adc-landscape-03-0299,-0.012981354613476787,-0.0010364978533470774,18
adc-landscape-01-0195,-0.07009014953506472,-0.05715344695970845,15
adc-landscape-01-0064,0.013489510622015912,-0.09748987842734387,4
adc-landscape-01-0394,0.042431056254193585,-0.12765900078903603,2
adc-landscape-02-0228,0.10858968169159539,-0.05232706119590523,9
adc-landscape-04-0084,-0.24743764945833716,-0.10944122419154811,13
adc-landscape-04-0048,-0.22440307328296172,-0.11987921441473222,13
adc-landscape-x-0426,0.06890695199472158,0.3795205849345395,21
adc-landscape-01-0015,-0.10290837573615759,-0.050786541537399005,15
adc-landscape-r-0068,0.31252680807812966,-0.09293416815973339,6
adc-landscape-04-0101,-0.32499483900852943,-0.01892833911443898,14
adc-landscape-03-0091,-0.09327587701155604,-0.013684620878134523,18
adc-landscape-x-0112,-0.09721960431422882,0.32064003783613815,16
adc-landscape-01-0204,-0.05594170539386362,-0.13489019335245406,4
adc-landscape-x-0419,-0.19002790498321262,0.36565033876543346,20
adc-landscape-01-0153,-0.08128611700489333,-0.02547282579628203,8
adc-landscape-r-0402,0.3205963437676421,-0.16480626191459474,3
adc-landscape-03-0360,0.03243476397456043,-0.08012287105024335,18
adc-landscape-02-0273,0.08495637688298953,0.003199208417739538,11
adc-landscape-r-0179,0.3191215972517106,-0.10914110540435965,1
adc-landscape-03-0002,-0.009237052886606669,-0.13077785492961325,10
adc-landscape-02-0219,0.07107135539471947,-0.07003336824165234,7
adc-landscape-02-0113,0.05496644864102506,-0.0018949165283984751,11
adc-landscape-02-0343,0.09726566886451218,-0.04993753708993014,7
adc-landscape-01-0267,-0.08553310553049492,-0.08535080314015553,15
adc-landscape-01-0052,0.014322494914024191,-0.1067100671603012,4
adc-landscape-03-0196,-0.06314859793418097,-0.11637855799608585,18
adc-landscape-03-0271,-0.0898174967605691,-0.02889185927462497,18
adc-landscape-03-0492,-0.0015444958320528098,-0.08565222205244648,18
adc-landscape-04-0083,-0.3218619298709287,-0.12190367220902273,13
adc-landscape-02-0022,0.08843606978346548,0.04107100701871756,11
adc-landscape-04-0195,-0.33364850817459835,-0.14462517239086273,13
adc-landscape-r-0164,0.3251120121007304,-0.09140610286393153,6
adc-landscape-r-0249,0.34443127509752947,0.0433469013884094,5
adc-landscape-04-0422,-0.3202882910841869,-0.15898367476128641,12
adc-landscape-01-0103,-0.03232067701536735,-0.042126316996778025,15
adc-landscape-02-0196,0.10634109707132537,-0.06175539590928981,9
adc-landscape-x-0333,0.07622763715587792,0.3880529981303042,19
adc-landscape-r-0225,0.3107104692121143,-0.004680701583118647,5
adc-landscape-x-0273,0.09821757965961965,0.3633622063280316,19
adc-landscape-x-0483,-0.16154072947201814,0.3991475468107147,20
adc-landscape-04-0343,-0.33501187503242413,-0.1490549915291985,13
adc-landscape-04-0331,-0.3152702196323165,-0.15767779917894245,13
adc-landscape-02-0295,0.08672830679228498,-0.05359249125785157,7
adc-landscape-04-0321,-0.3257180403502177,-0.02651499612751769,14
adc-landscape-x-0002,0.0768250953239365,0.44494118269349336,21
adc-landscape-01-0145,0.013571942206455138,0.003557557045912389,8
adc-landscape-r-0026,0.29685690056850317,-0.1630439882752651,3
adc-landscape-03-0331,-0.08233097622743098,-0.028042237565815652,18
adc-landscape-x-0478,0.03539153292856049,0.3949294551637441,21
adc-landscape-r-0382,0.335561062132041,-0.1650146368313807,3
adc-landscape-01-0322,0.017287640001730758,-0.12548898853851842,2
adc-landscape-03-0262,-0.09556110633094786,-0.13208688789827686,10
adc-landscape-x-0415,-0.173774053549073,0.35507332776499545,20
adc-landscape-03-0270,0.02653978480460021,-0.09680211682116491,10
adc-landscape-04-0261,-0.33918136003744787,-0.01687806230806019,14
adc-landscape-01-0417,-0.052896525997093026,-0.03070465956202317,8
