record_id,pc1_plot,pc2_plot,cluster
lung-cancer-04-0302,-0.28589577895806356,-0.04619759582627111,9
lung-cancer-03-0191,0.016171569096877912,-0.22192183293793738,19
lung-cancer-04-0318,-0.28620725594708096,-0.12269751636278507,9
lung-cancer-01-0252,-0.0867419475935216,0.008814386448713428,14
lung-cancer-r-0006,0.3149228015881069,-0.048004132859384166,3
lung-cancer-03-0118,0.046946443841800196,-0.37189602060347604,18
lung-cancer-03-0412,-0.02044574559452056,-0.3465101742608445,18
lung-cancer-x-0114,-0.014367293009796339,0.10764973396912592,17
lung-cancer-01-0409,-0.038020678343557636,0.13715649643432662,12
lung-cancer-r-0080,0.3031103710973715,0.07745350951488682,5
lung-cancer-x-0255,-0.1693192904243273,-0.012940886016739832,17
lung-cancer-01-0053,0.000784606285804381,-0.01501353588682199,12
lung-cancer-02-0145,0.11696402890589848,0.20750036267548658,13
lung-cancer-04-0264,-0.28753520899401097,-0.1516623926097029,21
lung-cancer-r-0277,0.2551228854391712,0.08993480555786885,6
lung-cancer-02-0401,0.030826812433787657,0.30713964546624883,13
lung-cancer-03-0074,0.07299879342745424,-0.3032365466231726,18
lung-cancer-01-0473,-0.07132211387825023,0.03643645811026709,12
lung-cancer-r-0239,0.3522408501809524,-0.06440036502745121,1
lung-cancer-r-0047,0.3780568415230011,-0.06250796015532278,1
lung-cancer-01-0045,-0.11090390336983805,0.0785336542807437,12
lung-cancer-01-0290,0.0318778394679138,-0.08451705476012158,2
lung-cancer-02-0413,0.012684059380824952,0.2978013370621502,13
lung-cancer-x-0084,-0.2523756169591485,0.13397488947425137,22
lung-cancer-03-0361,0.11985779522343011,-0.3836926979049242,11
lung-cancer-r-0396,0.27814903630767457,0.07752057121014463,5
lung-cancer-r-0104,0.33165663079223207,0.04156991397299136,5
lung-cancer-03-0227,0.04060142361898382,-0.22639841172057287,19
lung-cancer-01-0297,-0.13121607746536212,0.08143736492261473,12
lung-cancer-03-0242,0.08851441015033217,-0.3098726099402054,18
lung-cancer-03-0006,0.0799979324496339,-0.2716276870492953,18
lung-cancer-04-0166,-0.30191442551306485,-0.06522235937378429,9
lung-cancer-02-0247,0.11906362990617436,0.06539172972810255,8
lung-cancer-r-0352,0.3233411107843048,0.049826857934742314,5
lung-cancer-01-0292,-0.03570536380747562,0.07903907775885159,14
lung-cancer-02-0282,0.06947806953460985,0.22791392866930024,10
lung-cancer-x-0145,-0.045960238656078324,0.3306621138990036,20
lung-cancer-01-0323,-0.03947535479074377,-0.02671871938564773,15
lung-cancer-01-0299,-0.057695970297469604,-0.030885395394897045,15
lung-cancer-03-0299,0.0619154568284019,-0.24523987402310254,19
lung-cancer-01-0195,-0.14399871948563414,0.003344528859982891,15
lung-cancer-01-0064,-0.015588033123887275,0.08788315712256892,14
lung-cancer-01-0394,0.04059408379485916,0.026194775960686815,2
lung-cancer-02-0228,0.10785930250750371,0.23609483542448315,4
lung-cancer-04-0084,-0.27026963163035617,-0.17513544726780833,21
lung-cancer-04-0048,-0.2967874519958129,-0.14120034742282256,21
lung-cancer-x-0426,-0.04517206410792361,0.12696841728837738,17
lung-cancer-01-0015,-0.12894357390177016,0.022124926327941545,15
lung-cancer-r-0068,0.2906298193545933,0.05047241660555315,5
lung-cancer-04-0101,-0.29831584601579264,-0.028133780477780312,16
lung-cancer-03-0091,-0.0346491720782768,-0.2125153087690014,19
lung-cancer-x-0112,-0.27209553627178606,0.1314755002104932,22
lung-cancer-01-0204,-0.11933349202304376,-0.0014511081819146311,14
lung-cancer-x-0419,-0.19494075471840444,0.007022380933427089,17
lung-cancer-01-0153,-0.1257464832245746,0.08470924509179782,12
lung-cancer-r-0402,0.3252182823026625,-0.004701033766246015,3
lung-cancer-03-0360,0.08928839935889236,-0.2431225893681913,18
lung-cancer-02-0273,0.07613038108722343,0.3281885176891413,13
lung-cancer-r-0179,0.37773568671096175,-0.06298183990376494,1
lung-cancer-03-0002,0.10043242981165797,-0.3520426242121763,18
lung-cancer-02-0219,0.06407738759541116,0.18957639511500127,8
lung-cancer-02-0113,0.06448223738547877,0.30888360235195506,13
lung-cancer-02-0343,0.09246320123536879,0.08034195738964062,8
